"subject","grade","item","p_all","p_treated","p_control","observed_correct_all","observed_correct_treated","observed_correct_control","response_rate_all","response_rate_treated","response_rate_control","missing_rate_all","corrected_item_total","ctt_flag_treated","ctt_flag_all","irt_constant_excluded","item_label","irt_discrimination","irt_difficulty","irt_flag","treated_minus_control","review_bucket"
"Arabic",1,"a110y3_nv3",0.491620111731844,0.473684210526316,0.511904761904762,0.49438202247191,0.473684210526316,0.518072289156626,0.994413407821229,1,0.988095238095238,0.005586592178771,0.178350341462631,"in_range","in_range",FALSE,"Listen to the story, and answer the question: Who fell in the pit ?",1,0.249023684538948,"in_range",-0.0382205513784461,NA
"Arabic",1,"a111y3_nv3",0.575418994413408,0.621052631578947,0.523809523809524,0.578651685393258,0.621052631578947,0.530120481927711,0.994413407821229,1,0.988095238095238,0.005586592178771,0.238969921420209,"in_range","in_range",FALSE,"Listen to the story, and answer the question: How did the cat get out of the pit",1,-0.290497981268812,"in_range",0.0972431077694236,NA
"Arabic",1,"a112y3_nv3",0.374301675977654,0.421052631578947,0.321428571428571,0.378531073446328,0.425531914893617,0.325301204819277,0.988826815642458,0.989473684210526,0.988095238095238,0.0111731843575419,0.185091231631946,"in_range","in_range",FALSE,"Put the pictures in the right order. (Animals helping a cat)",1,0.982267827530322,"in_range",0.0996240601503759,NA
"Arabic",1,"a113y3_nv3",0.916201117318436,0.957894736842105,0.869047619047619,0.931818181818182,0.957894736842105,0.901234567901235,0.983240223463687,1,0.964285714285714,0.0167597765363129,0.59056151955605,"very_easy","very_easy",FALSE,"Read the letters",1,-3.81638070465932,"very_easy",0.0888471177944862,"easy_high_coverage"
"Arabic",1,"a114y3_nv3",0.927374301675978,0.957894736842105,0.892857142857143,0.959537572254335,0.968085106382979,0.949367088607595,0.966480446927374,0.989473684210526,0.94047619047619,0.0335195530726257,0.636888107012626,"very_easy","very_easy",FALSE,"Read the letters",1,-4.05632341932276,"very_easy",0.0650375939849623,"easy_high_coverage"
"Arabic",1,"a115y3_nv3",0.94413407821229,0.978947368421053,0.904761904761905,0.94413407821229,0.978947368421053,0.904761904761905,1,1,1,0,0.529415933362669,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0741854636591479,"easy_high_coverage"
"Arabic",1,"a116y3_nv3",0.832402234636871,0.894736842105263,0.761904761904762,0.832402234636871,0.894736842105263,0.761904761904762,1,1,1,0,0.577175987856338,"in_range","in_range",FALSE,"Read the letters",1,-2.50958742069487,"very_easy",0.132832080200501,NA
"Arabic",1,"a117y3_nv3",0.949720670391061,0.978947368421053,0.916666666666667,0.955056179775281,0.978947368421053,0.927710843373494,0.994413407821229,1,0.988095238095238,0.005586592178771,0.488745182003181,"very_easy","very_easy",FALSE,"Read the letters",1,-4.6334019367293,"very_easy",0.062280701754386,"easy_high_coverage"
"Arabic",1,"a118y3_nv3",0.94413407821229,0.968421052631579,0.916666666666667,0.94413407821229,0.968421052631579,0.916666666666667,1,1,1,0,0.566422869000966,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0517543859649123,"easy_high_coverage"
"Arabic",1,"a119y3_nv3",0.94413407821229,0.989473684210526,0.892857142857143,0.954802259887006,0.989473684210526,0.914634146341463,0.988826815642458,1,0.976190476190476,0.0111731843575419,0.348988754477266,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0966165413533834,"easy_high_coverage"
"Arabic",1,"a11y3_nv3",0.810055865921788,0.894736842105263,0.714285714285714,0.833333333333333,0.904255319148936,0.75,0.972067039106145,0.989473684210526,0.952380952380952,0.0279329608938548,0.50622925730347,"in_range","in_range",FALSE,"Describe what you see in the picture: What is the boy holding ?",1,-2.24566830947271,"very_easy",0.180451127819549,NA
"Arabic",1,"a120y3_nv3",0.877094972067039,0.926315789473684,0.821428571428571,0.877094972067039,0.926315789473684,0.821428571428572,1,1,1,0,0.651878164022573,"very_easy","in_range",FALSE,"Read the letters",1,-3.12566339356809,"very_easy",0.104887218045113,"easy_high_coverage"
"Arabic",1,"a121y3_nv3",0.899441340782123,0.936842105263158,0.857142857142857,0.930635838150289,0.946808510638298,0.911392405063291,0.966480446927374,0.989473684210526,0.94047619047619,0.0335195530726257,0.609431668647209,"very_easy","in_range",FALSE,"Read the letters",1,-3.49675582807288,"very_easy",0.0796992481203008,"easy_high_coverage"
"Arabic",1,"a122y3_nv3",0.972067039106145,1,0.94047619047619,0.972067039106145,1,0.94047619047619,1,1,1,0,0.369453173418426,"very_easy","very_easy",FALSE,"Read the letters",1,-5.45890292137282,"very_easy",0.0595238095238095,"easy_high_coverage"
"Arabic",1,"a123y3_nv3",0.860335195530726,0.947368421052632,0.761904761904762,0.875,0.957446808510638,0.780487804878049,0.983240223463687,0.989473684210526,0.976190476190476,0.0167597765363129,0.555800491017039,"very_easy","in_range",FALSE,"Read the letters",1,-2.8781552644858,"very_easy",0.18546365914787,"easy_high_coverage"
"Arabic",1,"a124y3_nv3",0.927374301675978,0.978947368421053,0.869047619047619,0.948571428571429,0.98936170212766,0.901234567901235,0.977653631284916,0.989473684210526,0.964285714285714,0.0223463687150838,0.619549353909587,"very_easy","very_easy",FALSE,"Read the letters",1,-4.05632341932276,"very_easy",0.109899749373434,"easy_high_coverage"
"Arabic",1,"a125y3_nv3",0.888268156424581,0.926315789473684,0.845238095238095,0.935294117647059,0.936170212765957,0.93421052631579,0.949720670391061,0.989473684210526,0.904761904761905,0.0502793296089385,0.753691643304946,"very_easy","in_range",FALSE,"Read the words",1,-3.30452024558796,"very_easy",0.081077694235589,"easy_high_coverage"
"Arabic",1,"a126y3_nv3",0.849162011173184,0.91578947368421,0.773809523809524,0.910179640718563,0.925531914893617,0.89041095890411,0.932960893854749,0.989473684210526,0.869047619047619,0.0670391061452514,0.750086241825676,"very_easy","in_range",FALSE,"Read the words",1,-2.72483819236187,"very_easy",0.141979949874687,"easy_high_coverage"
"Arabic",1,"a127y3_nv3",0.832402234636871,0.91578947368421,0.738095238095238,0.892215568862275,0.925531914893617,0.849315068493151,0.932960893854749,0.989473684210526,0.869047619047619,0.0670391061452514,0.821953933806495,"very_easy","in_range",FALSE,"Read the words",1,-2.50958742069487,"very_easy",0.177694235588972,"easy_high_coverage"
"Arabic",1,"a128y3_nv3",0.759776536312849,0.852631578947368,0.654761904761905,0.819277108433735,0.870967741935484,0.753424657534247,0.927374301675978,0.978947368421053,0.869047619047619,0.0726256983240223,0.787192274110725,"in_range","in_range",FALSE,"Read the words",1,-1.72539851298419,"in_range",0.197869674185464,NA
"Arabic",1,"a129y3_nv3",0.731843575418994,0.842105263157895,0.607142857142857,0.798780487804878,0.860215053763441,0.71830985915493,0.916201117318436,0.978947368421053,0.845238095238095,0.0837988826815642,0.765003761018815,"in_range","in_range",FALSE,"Read the words",1,-1.46962516909694,"in_range",0.234962406015038,NA
"Arabic",1,"a12y3_nv3",0.508379888268156,0.515789473684211,0.5,0.619047619047619,0.636363636363636,0.6,0.82122905027933,0.810526315789474,0.833333333333333,0.17877094972067,0.184568058124032,"in_range","in_range",FALSE,"Describe what you see in the picture: What is the boy doing ?",1,0.143480380278364,"in_range",0.0157894736842106,NA
